state,aui,log_aui,tech,resid,bachelors_plus,median_age,broadband,log_gdp
NV,1.13,0.12221763272424911,2.5347764050451405,0.7082657182988185,28.7207428548858,39.4,93.91059741892812,11.720234567084
NY,1.55,0.4382549309311553,3.4891752084979704,0.7447875772564921,40.63985601889212,40.2,92.0014388034114,12.09643906949629
OH,0.59,-0.527632742082372,3.21133742304984,-0.1397295509086871,32.03405927936597,39.9,91.1706789221503,11.725222893266269
OK,0.53,-0.6348782724359695,2.6415427228634236,-0.08009891238162825,28.714199449341216,37.1,90.17579077531065,11.53708941352069
OR,1.1,0.09531017980432493,3.977879083562033,0.25871578342262963,37.651929491014286,40.7,93.3018464084929,11.697921784891763
PA,0.8,-0.2231435513142097,3.5200564499029765,0.07434488443096532,35.3433745436433,41.1,91.02178370533538,11.72737580961952
RI,0.96,-0.040821994520255166,3.562355513790282,0.24427828505842272,39.04662851417623,40.8,92.85958826974188,11.644951188035462
SC,0.51,-0.6733445532637656,2.6854011115265553,-0.131410029904093,32.916376755022306,40.5,90.82628586700022,11.533814458056227
SD,0.37,-0.9942522733438669,2.514066371690779,-0.4021388259425981,33.29997384312699,38.5,91.75320095414452,11.796689065721246
TN,0.69,-0.37106368139083207,2.7642181953393252,0.14778762798893236,31.683342568999347,39.1,91.03538456320136,11.683678753438205
TX,0.95,-0.05129329438755058,3.894749838896731,0.13645842874915237,34.241614359098385,35.9,92.48309488488448,11.790278360260846
VA,1.07,0.06765864847381486,6.636150995831404,-0.5474656858266402,42.42534666348867,39.3,92.13470598089148,11.820455572085567
VT,0.87,-0.13926206733350766,3.0761933408917375,0.2882208648768322,43.67210957973921,43.7,92.02645093915856,11.622341208136168
WA,1.51,0.412109650826833,6.977528523468352,-0.30299415666873325,40.45106716381214,38.6,94.14761395753024,12.015073495187858
WI,0.59,-0.527632742082372,3.3692444146648604,-0.18597588101945073,33.75427820114396,40.5,91.6053806412162,11.688743077810114
WV,0.25,-1.3862943611198906,2.3592872092485853,-0.748850633106219,23.98939342560746,42.8,86.82797144870395,11.491444141360278
WY,0.43,-0.843970070294529,1.7607684373750203,-0.031237734610867762,30.425922303412374,39.3,90.50766469389735,11.880690958187454
