geo_id,automation,aui,expected,auto_resid,aui_resid
MYS,49.769295302013425,0.7466611773005524,56.34988653355704,-1.7259142645291163,-0.7547198981581223
NGA,58.29953432477092,0.2018990270958249,56.643839290380015,6.683762299698451,-1.2780778796251422
NLD,44.7568988173456,2.561266349939384,53.180455640157874,-5.438393086308629,0.8291031774593409
NOR,43.8731379144642,2.2597983776357173,59.17276377490244,-8.779853004507459,0.9639650964982169
NPL,56.660231660231666,0.4218270479195148,62.55810596798355,2.618768722238464,-0.6275025558286769
NZL,46.46549315451243,4.04852631687659,54.13837117645899,-4.122680426349618,2.3861137600977225
OMN,56.63082437275986,0.2967574400701719,65.97980319962105,1.1859786767689613,-0.5034212943108676
PAK,64.07820611951838,0.2394096958695171,60.76238575574617,10.773243991924431,-0.9406752674944634
PAN,54.21511627906976,0.9076556588864464,59.02599018451361,1.6223234174178955,-0.3988649406109006
PER,52.61774813017991,0.8485933711590928,55.20851926880082,1.5906615539158864,-0.7358963568278859
PHL,51.96177627880832,0.4506373532469348,54.536339723642605,1.2103789643619862,-1.1827971254615564
POL,46.23963982400491,1.6075854166559187,53.82327010302571,-4.219297479201096,-0.07777122344467835
PRT,48.75217643644806,2.012603970534846,56.8417967656557,-2.9447863219978814,0.5470413365340461
PRY,59.248120300751886,0.5773283079736656,72.15634580162157,1.2700132420840973,0.22689449688475155
PSE,55.14950166112956,0.3828694822211485,69.08017685024927,-1.5669384016603516,-0.19155555797714646
QAT,53.53319057815846,0.7669330494269564,69.01719190424515,-3.157416694278666,0.18792176065328414
ROU,50.15356265356266,1.040092919159192,59.67116647210275,-2.7038442918543737,-0.21944917170167377
RWA,62.74193548387097,0.2990548253742415,67.67736966418907,6.600845980887897,-0.37751561411004614
SAU,55.53914327917282,0.4143273937878727,61.60808563621731,1.8873238610739662,-0.704177936376871
SEN,59.22693266832918,0.294766119812222,65.39761616050835,4.020866501124786,-0.5478045613454176
SGP,45.306277261520954,4.571735157758412,52.7763093764984,-4.723257165730999,2.810144076809081
SLV,63.52941176470588,0.399629947052067,63.37981544959199,9.150931013473645,-0.5898668842880299
SRB,48.73501997336884,1.421558574939597,61.52232048141024,-4.8816235272407695,0.296808255392387
SVK,51.24434389140271,0.9717083986314544,67.44489421176667,-4.8013975958147554,0.27821026006788696
SVN,49.913043478260875,1.654879243622467,68.65631414774018,-6.629552562632661,1.0495906425439148
SWE,46.94098538170006,2.198774555619245,56.385376244899014,-4.568780016528329,0.6999776633409771
THA,54.0538274503228,0.9351838778279836,54.25114130219478,3.419402071197723,-0.7190173227251108
TUN,60.53493449781659,0.8864614890600662,65.02898175542515,5.480060891811114,0.01704869526431685
TUR,54.13096996553421,0.6830201869010764,58.64324948032797,1.6951552549798876,-0.6513696753435223
TWN,46.641237550328455,2.2949679537585976,53.10219088845061,-3.521954668383053,0.557105933715897
TZA,64.82939632545933,0.0416122668080403,67.35758676659594,8.819463314241595,-0.6582431630042623
UGA,56.44891122278057,0.0858703413470118,67.64822391759395,0.31977562321781505,-0.5928223455516252
UKR,51.83762111593718,0.9231204363626976,58.424497373520374,-0.5084741033275719,-0.427197859608612
URY,57.08556149732619,1.3136128765963584,69.72812451267032,0.10337069273512611,0.7863681426811416
USA,49.07382312471334,3.6243515142461553,48.46432961971896,0.8128139742005658,1.5487836456483675
UZB,53.97849462365591,0.0801153601568852,68.45514521615833,-2.4815935298019838,-0.5398213558191072
VNM,53.19333397553222,0.5969477865036321,57.533605172167285,1.2126313290098523,-0.8182408213197034
ZAF,53.10633213859021,0.4576247861071426,53.88000582799242,2.624125114894447,-1.2236006424213348
ZMB,62.64705882352941,0.1140808763192254,67.95309388976749,6.392883153669487,-0.5424127048523906
ZWE,62.42774566473989,0.1535669768365056,66.89890229816241,6.605938554437387,-0.5796875605937244
